no;dataset;method;b;se
1297;433;CC;0.462450266;0.131654337
1298;433;MI_T;0.484049886;0.108298637
1299;433;MI_LOGT;0.459428579;0.12204387
1300;434;CC;0.220975727;0.141004667
1301;434;MI_T;0.254566729;0.116644442
1302;434;MI_LOGT;0.240187004;0.122801341
1303;435;CC;0.452189714;0.138427213
1304;435;MI_T;0.40409863;0.159491271
1305;435;MI_LOGT;0.433857381;0.138135776
1306;436;CC;0.516154408;0.126880571
1307;436;MI_T;0.560816705;0.128932789
1308;436;MI_LOGT;0.519774199;0.128307924
1309;437;CC;0.548127353;0.132732034
1310;437;MI_T;0.528276682;0.128988802
1311;437;MI_LOGT;0.504395664;0.117454283
1312;438;CC;0.506628454;0.129206002
1313;438;MI_T;0.435037136;0.136677057
1314;438;MI_LOGT;0.446559787;0.125296354
1315;439;CC;0.720642388;0.162822261
1316;439;MI_T;0.657664835;0.132000089
1317;439;MI_LOGT;0.662462056;0.172546804
1318;440;CC;0.559498489;0.139377415
1319;440;MI_T;0.570923865;0.120167613
1320;440;MI_LOGT;0.595820308;0.120734364
1321;441;CC;0.571617901;0.205349833
1322;441;MI_T;0.484871745;0.155140653
1323;441;MI_LOGT;0.501675367;0.158560187
1324;442;CC;0.614030719;0.157640323
1325;442;MI_T;0.499964058;0.138569593
1326;442;MI_LOGT;0.516031504;0.149223223
1327;443;CC;0.368169695;0.119377173
1328;443;MI_T;0.3811616;0.136556521
1329;443;MI_LOGT;0.421645403;0.108569734
1330;444;CC;0.535495877;0.160945699
1331;444;MI_T;0.493094712;0.139843002
1332;444;MI_LOGT;0.479296565;0.171026707
1333;445;CC;0.388175726;0.175160646
1334;445;MI_T;0.349087596;0.146845326
1335;445;MI_LOGT;0.337671608;0.145441025
1336;446;CC;0.417192072;0.129875273
1337;446;MI_T;0.266874701;0.108892046
1338;446;MI_LOGT;0.288167745;0.107829407
1339;447;CC;0.435200065;0.145284325
1340;447;MI_T;0.537695765;0.127264619
1341;447;MI_LOGT;0.536738575;0.12464156
1342;448;CC;0.436847717;0.121202745
1343;448;MI_T;0.521318853;0.109068774
1344;448;MI_LOGT;0.518556714;0.122285061
1345;449;CC;0.20592083;0.113863721
1346;449;MI_T;0.245529801;0.117355682
1347;449;MI_LOGT;0.227681696;0.137225494
1348;450;CC;0.739997804;0.150535479
1349;450;MI_T;0.674685478;0.139562964
1350;450;MI_LOGT;0.674574673;0.155883759
1351;451;CC;0.485265821;0.152943373
1352;451;MI_T;0.41415742;0.144413918
1353;451;MI_LOGT;0.307741821;0.148866385
1354;452;CC;0.490482926;0.163862228
1355;452;MI_T;0.478679985;0.156134263
1356;452;MI_LOGT;0.471673787;0.154023275
1357;453;CC;0.634247184;0.156023413
1358;453;MI_T;0.542255878;0.136681437
1359;453;MI_LOGT;0.507026196;0.142947838
1360;454;CC;0.37650016;0.126820281
1361;454;MI_T;0.361243039;0.101805724
1362;454;MI_LOGT;0.355750233;0.111253299
1363;455;CC;0.490692317;0.160656705
1364;455;MI_T;0.427518934;0.123125106
1365;455;MI_LOGT;0.454219311;0.148387209
1366;456;CC;0.667217553;0.148191437
1367;456;MI_T;0.560967624;0.145847991
1368;456;MI_LOGT;0.551637948;0.135846406
1369;457;CC;0.725628793;0.138407126
1370;457;MI_T;0.655960441;0.11734698
1371;457;MI_LOGT;0.713877916;0.134874359
1372;458;CC;0.374853075;0.125644192
1373;458;MI_T;0.399011463;0.112880722
1374;458;MI_LOGT;0.404019475;0.127525657
1375;459;CC;0.297452509;0.130554736
1376;459;MI_T;0.274056643;0.116434835
1377;459;MI_LOGT;0.279788643;0.119236149
1378;460;CC;0.502126753;0.148101136
1379;460;MI_T;0.517610073;0.144018114
1380;460;MI_LOGT;0.514038265;0.140071049
1381;461;CC;0.57775104;0.140744522
1382;461;MI_T;0.56763202;0.127469271
1383;461;MI_LOGT;0.614887297;0.118625671
1384;462;CC;0.358191043;0.130608648
1385;462;MI_T;0.319197297;0.145005926
1386;462;MI_LOGT;0.35788545;0.14622122
1387;463;CC;0.506304741;0.141209796
1388;463;MI_T;0.440635562;0.115609787
1389;463;MI_LOGT;0.463065296;0.1158849
1390;464;CC;0.62770766;0.161781475
1391;464;MI_T;0.714094877;0.155630305
1392;464;MI_LOGT;0.786173046;0.157432869
1393;465;CC;0.625963688;0.168993667
1394;465;MI_T;0.582617462;0.1596881
1395;465;MI_LOGT;0.602964401;0.134204805
1396;466;CC;0.82024008;0.151791602
1397;466;MI_T;0.812353253;0.15108946
1398;466;MI_LOGT;0.836872399;0.131370991
1399;467;CC;0.531629562;0.15627493
1400;467;MI_T;0.723556757;0.159094617
1401;467;MI_LOGT;0.701302826;0.175332397
1402;468;CC;0.278841615;0.13452974
1403;468;MI_T;0.24486807;0.136326253
1404;468;MI_LOGT;0.253081739;0.109171398
1405;469;CC;0.489930898;0.132945269
1406;469;MI_T;0.585968375;0.128875136
1407;469;MI_LOGT;0.562540352;0.128971085
1408;470;CC;0.459947497;0.134365544
1409;470;MI_T;0.412288666;0.121979497
1410;470;MI_LOGT;0.429036677;0.106123641
1411;471;CC;0.834357977;0.162780091
1412;471;MI_T;0.726924777;0.178482488
1413;471;MI_LOGT;0.686773479;0.135895252
1414;472;CC;0.474907368;0.138035923
1415;472;MI_T;0.450955033;0.133438662
1416;472;MI_LOGT;0.498608321;0.133055285
1417;473;CC;0.63931495;0.152213231
1418;473;MI_T;0.518272638;0.134183019
1419;473;MI_LOGT;0.591938734;0.158714175
1420;474;CC;0.536765754;0.141342208
1421;474;MI_T;0.343314976;0.128580064
1422;474;MI_LOGT;0.344931901;0.116163582
1423;475;CC;0.554205418;0.160736039
1424;475;MI_T;0.551778913;0.139939427
1425;475;MI_LOGT;0.597643316;0.141331941
1426;476;CC;0.973760664;0.170229912
1427;476;MI_T;0.873005807;0.154401436
1428;476;MI_LOGT;0.876099527;0.142978951
1429;477;CC;0.581059158;0.149575979
1430;477;MI_T;0.546492338;0.156146184
1431;477;MI_LOGT;0.533500373;0.119374797
1432;478;CC;0.573589265;0.139716297
1433;478;MI_T;0.555425763;0.134322792
1434;478;MI_LOGT;0.511992276;0.134717643
1435;479;CC;0.884360254;0.180311799
1436;479;MI_T;0.691424012;0.129411131
1437;479;MI_LOGT;0.772604764;0.141183704
1438;480;CC;0.577964246;0.154908106
1439;480;MI_T;0.556392372;0.158164576
1440;480;MI_LOGT;0.580707371;0.123086162
1441;481;CC;0.38048771;0.164870992
1442;481;MI_T;0.337103665;0.164903611
1443;481;MI_LOGT;0.367480338;0.143369719
1444;482;CC;0.221671745;0.152821451
1445;482;MI_T;0.286891609;0.121864446
1446;482;MI_LOGT;0.303130686;0.129099146
1447;483;CC;0.527885735;0.151894569
1448;483;MI_T;0.500661731;0.146239236
1449;483;MI_LOGT;0.457208812;0.13516964
1450;484;CC;0.625722647;0.142768785
1451;484;MI_T;0.663038731;0.129263982
1452;484;MI_LOGT;0.628998935;0.158966258
1453;485;CC;0.482526064;0.14451015
1454;485;MI_T;0.483513594;0.136199251
1455;485;MI_LOGT;0.523887634;0.137823001
1456;486;CC;0.531830251;0.149165079
1457;486;MI_T;0.475463301;0.135699466
1458;486;MI_LOGT;0.570642233;0.123918496
1459;487;CC;0.567077339;0.137435138
1460;487;MI_T;0.520553768;0.124207616
1461;487;MI_LOGT;0.582951188;0.128714696
1462;488;CC;0.522121787;0.135854557
1463;488;MI_T;0.473018765;0.114557132
1464;488;MI_LOGT;0.462057799;0.116008177
1465;489;CC;0.727946103;0.159080163
1466;489;MI_T;0.736627758;0.154359683
1467;489;MI_LOGT;0.741054833;0.152870044
1468;490;CC;0.593810201;0.130243927
1469;490;MI_T;0.599644184;0.118956968
1470;490;MI_LOGT;0.560815871;0.120310247
1471;491;CC;0.508981109;0.138119847
1472;491;MI_T;0.467165887;0.121551163
1473;491;MI_LOGT;0.458617479;0.13538754
1474;492;CC;0.51372242;0.147767499
1475;492;MI_T;0.55246824;0.130691454
1476;492;MI_LOGT;0.539500356;0.142387763
1477;493;CC;0.648125112;0.140259817
1478;493;MI_T;0.687632382;0.130658895
1479;493;MI_LOGT;0.618833005;0.111078247
1480;494;CC;0.357164949;0.13711296
1481;494;MI_T;0.329241604;0.132886171
1482;494;MI_LOGT;0.364875168;0.131905809
1483;495;CC;0.378953397;0.143291697
1484;495;MI_T;0.379321754;0.148040861
1485;495;MI_LOGT;0.369872838;0.12918441
1486;496;CC;0.392341167;0.157953784
1487;496;MI_T;0.456093162;0.14773792
1488;496;MI_LOGT;0.495843649;0.15416427
1489;497;CC;0.501583695;0.152420372
1490;497;MI_T;0.569680512;0.128542677
1491;497;MI_LOGT;0.603268027;0.118439443
1492;498;CC;0.496744365;0.136627644
1493;498;MI_T;0.436941952;0.115003332
1494;498;MI_LOGT;0.426154613;0.114053145
1495;499;CC;0.445971906;0.1573838
1496;499;MI_T;0.376589745;0.129033431
1497;499;MI_LOGT;0.346966982;0.128939927
1498;500;CC;0.531556845;0.144490749
1499;500;MI_T;0.4837946;0.120008864
1500;500;MI_LOGT;0.487171471;0.154695094
1501;501;CC;0.605905235;0.166522056
1502;501;MI_T;0.687041283;0.160826668
1503;501;MI_LOGT;0.691147804;0.134891182
1504;502;CC;0.372585595;0.121688671
1505;502;MI_T;0.500159979;0.100849614
1506;502;MI_LOGT;0.535272717;0.111600667
1507;503;CC;0.616488099;0.143771306
1508;503;MI_T;0.545471013;0.134278148
1509;503;MI_LOGT;0.551717937;0.153182507
1510;504;CC;0.45534566;0.188398466
1511;504;MI_T;0.454879791;0.141847387
1512;504;MI_LOGT;0.411601663;0.159269094
1513;505;CC;0.650889516;0.150005549
1514;505;MI_T;0.529214501;0.159535781
1515;505;MI_LOGT;0.526458859;0.145862654
1516;506;CC;0.607397854;0.180428624
1517;506;MI_T;0.618059099;0.1460132
1518;506;MI_LOGT;0.601606846;0.148307338
1519;507;CC;0.37277168;0.146716893
1520;507;MI_T;0.386199743;0.129761979
1521;507;MI_LOGT;0.313148141;0.127266392
1522;508;CC;0.502583027;0.133929819
1523;508;MI_T;0.59614259;0.140181139
1524;508;MI_LOGT;0.542341113;0.135746717
1525;509;CC;0.514359951;0.138796821
1526;509;MI_T;0.448530287;0.152072579
1527;509;MI_LOGT;0.439888626;0.138061002
1528;510;CC;0.587064505;0.165531546
1529;510;MI_T;0.387355;0.137133881
1530;510;MI_LOGT;0.381095201;0.132809341
1531;511;CC;0.705438375;0.164481729
1532;511;MI_T;0.551803768;0.128919423
1533;511;MI_LOGT;0.631654024;0.17436552
1534;512;CC;0.664483547;0.136918575
1535;512;MI_T;0.734550595;0.116742946
1536;512;MI_LOGT;0.699228227;0.130208582
1537;513;CC;0.672986686;0.145674199
1538;513;MI_T;0.634087145;0.126914665
1539;513;MI_LOGT;0.618174374;0.133108228
1540;514;CC;0.539432347;0.126316786
1541;514;MI_T;0.557378292;0.124166057
1542;514;MI_LOGT;0.610141397;0.119648308
1543;515;CC;0.636935472;0.157436892
1544;515;MI_T;0.613571227;0.150868401
1545;515;MI_LOGT;0.660098076;0.166287288
1546;516;CC;0.490790546;0.143554434
1547;516;MI_T;0.471539378;0.146629944
1548;516;MI_LOGT;0.513936102;0.146564707
1549;517;CC;0.442885488;0.166079804
1550;517;MI_T;0.510250568;0.145804375
1551;517;MI_LOGT;0.515742242;0.156035051
1552;518;CC;0.589631677;0.144843549
1553;518;MI_T;0.543198705;0.135423869
1554;518;MI_LOGT;0.652496696;0.112592302
1555;519;CC;0.472424895;0.15338324
1556;519;MI_T;0.519429803;0.11320585
1557;519;MI_LOGT;0.473692954;0.119131483
1558;520;CC;0.422208339;0.13682124
1559;520;MI_T;0.355918109;0.126668677
1560;520;MI_LOGT;0.355523705;0.124669164
1561;521;CC;0.3365722;0.170054927
1562;521;MI_T;0.205725566;0.15056926
1563;521;MI_LOGT;0.353882164;0.136009991
1564;522;CC;0.470258385;0.133923098
1565;522;MI_T;0.428745747;0.122634463
1566;522;MI_LOGT;0.396951348;0.117443375
1567;523;CC;0.605665803;0.137872651
1568;523;MI_T;0.527035952;0.12454734
1569;523;MI_LOGT;0.51686126;0.124643907
1570;524;CC;0.698224604;0.162241578
1571;524;MI_T;0.65908277;0.147257388
1572;524;MI_LOGT;0.638696611;0.125525355
1573;525;CC;0.23183921;0.127976134
1574;525;MI_T;0.230046317;0.109806083
1575;525;MI_LOGT;0.228422791;0.11051932
1576;526;CC;0.440980136;0.142652184
1577;526;MI_T;0.437939197;0.127869293
1578;526;MI_LOGT;0.43755129;0.134217814
1579;527;CC;0.420193821;0.155526534
1580;527;MI_T;0.438176274;0.137493923
1581;527;MI_LOGT;0.412130445;0.148499876
1582;528;CC;0.788346231;0.144942731
1583;528;MI_T;0.705332935;0.1210858
1584;528;MI_LOGT;0.711940825;0.121920712
1585;529;CC;0.506633937;0.141264945
1586;529;MI_T;0.529734254;0.123286754
1587;529;MI_LOGT;0.555245638;0.135282785
1588;530;CC;0.488805056;0.149573773
1589;530;MI_T;0.450621307;0.119291745
1590;530;MI_LOGT;0.45746994;0.129005954
1591;531;CC;0.535499394;0.156649217
1592;531;MI_T;0.55926162;0.145720243
1593;531;MI_LOGT;0.529366076;0.148082867
1594;532;CC;0.542968154;0.146443173
1595;532;MI_T;0.386374384;0.1216911
1596;532;MI_LOGT;0.422418803;0.140336856
1597;533;CC;0.452524602;0.143111438
1598;533;MI_T;0.53098619;0.12853235
1599;533;MI_LOGT;0.507457614;0.124919355
1600;534;CC;0.322633505;0.148701131
1601;534;MI_T;0.412401021;0.129645407
1602;534;MI_LOGT;0.467076778;0.136785328
1603;535;CC;0.549637556;0.128587842
1604;535;MI_T;0.442528963;0.110316157
1605;535;MI_LOGT;0.448001415;0.108849734
1606;536;CC;0.417652071;0.132445753
1607;536;MI_T;0.449351788;0.121619813
1608;536;MI_LOGT;0.417360634;0.143815652
1609;537;CC;0.601475716;0.136754677
1610;537;MI_T;0.562751055;0.124534361
1611;537;MI_LOGT;0.602485001;0.125928909
1612;538;CC;0.244692296;0.144993678
1613;538;MI_T;0.302491397;0.123863399
1614;538;MI_LOGT;0.275133908;0.163137183
1615;539;CC;0.027511602;0.151705667
1616;539;MI_T;0.070268288;0.13308534
1617;539;MI_LOGT;0.101124138;0.150687262
1618;540;CC;0.552658856;0.151199996
1619;540;MI_T;0.568058848;0.131121472
1620;540;MI_LOGT;0.483605921;0.114591278
1621;541;CC;0.88279146;0.16995576
1622;541;MI_T;0.705672979;0.145957828
1623;541;MI_LOGT;0.724660456;0.139209524
1624;542;CC;0.379028201;0.143195882
1625;542;MI_T;0.407167017;0.13028565
1626;542;MI_LOGT;0.458919019;0.120531045
1627;543;CC;0.480597675;0.138439789
1628;543;MI_T;0.480536312;0.120814815
1629;543;MI_LOGT;0.534407616;0.139631063
1630;544;CC;0.476186424;0.118591718
1631;544;MI_T;0.386849135;0.102282606
1632;544;MI_LOGT;0.420458704;0.099844493
1633;545;CC;0.252367705;0.156159654
1634;545;MI_T;0.337810606;0.129524469
1635;545;MI_LOGT;0.335103214;0.128522933
1636;546;CC;0.435943425;0.163945258
1637;546;MI_T;0.439258575;0.182260215
1638;546;MI_LOGT;0.542299986;0.134333968
1639;547;CC;0.49842006;0.13733916
1640;547;MI_T;0.494811952;0.136114001
1641;547;MI_LOGT;0.484049201;0.152670085
1642;548;CC;0.313847095;0.152362362
1643;548;MI_T;0.298057348;0.15710713
1644;548;MI_LOGT;0.42888239;0.136804909
1645;549;CC;0.499824166;0.128810972
1646;549;MI_T;0.496171445;0.12633872
1647;549;MI_LOGT;0.460674345;0.129024461
1648;550;CC;0.4557302;0.134031147
1649;550;MI_T;0.585623384;0.133724004
1650;550;MI_LOGT;0.551078737;0.148935735
1651;551;CC;0.791638255;0.186720788
1652;551;MI_T;0.511022866;0.170673683
1653;551;MI_LOGT;0.54288137;0.2269281
1654;552;CC;0.3630898;0.134507149
1655;552;MI_T;0.342746049;0.127136007
1656;552;MI_LOGT;0.343215227;0.151885733
1657;553;CC;0.464859098;0.148405597
1658;553;MI_T;0.522310555;0.158237442
1659;553;MI_LOGT;0.51120162;0.124111816
1660;554;CC;0.568767011;0.146885201
1661;554;MI_T;0.540827692;0.130150735
1662;554;MI_LOGT;0.573833048;0.16296339
1663;555;CC;0.75086242;0.175364256
1664;555;MI_T;0.585017443;0.140418738
1665;555;MI_LOGT;0.600930035;0.154889315
1666;556;CC;0.400818586;0.138931602
1667;556;MI_T;0.41240263;0.123414338
1668;556;MI_LOGT;0.411898077;0.15115197
1669;557;CC;0.514644742;0.143731698
1670;557;MI_T;0.531301439;0.136919141
1671;557;MI_LOGT;0.552956641;0.129166812
1672;558;CC;0.639117539;0.142645672
1673;558;MI_T;0.638333619;0.130573943
1674;558;MI_LOGT;0.629654706;0.148033381
1675;559;CC;0.662153304;0.15839316
1676;559;MI_T;0.640247881;0.138290137
1677;559;MI_LOGT;0.678545475;0.144883424
1678;560;CC;0.581052542;0.160958484
1679;560;MI_T;0.511543334;0.16898568
1680;560;MI_LOGT;0.498191446;0.150251806
1681;561;CC;0.786775172;0.153491318
1682;561;MI_T;0.641286075;0.12586607
1683;561;MI_LOGT;0.682522893;0.119199768
1684;562;CC;0.657635093;0.149918467
1685;562;MI_T;0.60227865;0.128248617
1686;562;MI_LOGT;0.613414526;0.162082955
1687;563;CC;0.37961936;0.136294201
1688;563;MI_T;0.489024103;0.117776826
1689;563;MI_LOGT;0.49610281;0.128400296
1690;564;CC;0.689541638;0.178358212
1691;564;MI_T;0.57489264;0.145351782
1692;564;MI_LOGT;0.557494104;0.158450067
1693;565;CC;0.794753075;0.166823387
1694;565;MI_T;0.752755761;0.16182068
1695;565;MI_LOGT;0.760296702;0.155252278
1696;566;CC;0.354279995;0.119361654
1697;566;MI_T;0.355291486;0.10858807
1698;566;MI_LOGT;0.358481139;0.114038914
1699;567;CC;0.444911957;0.137276188
1700;567;MI_T;0.379678816;0.10413482
1701;567;MI_LOGT;0.39563337;0.11593093
1702;568;CC;0.75096637;0.160714403
1703;568;MI_T;0.760127604;0.124178886
1704;568;MI_LOGT;0.691850185;0.137500107
1705;569;CC;0.626426756;0.172721416
1706;569;MI_T;0.677356899;0.148971245
1707;569;MI_LOGT;0.57492137;0.137047246
1708;570;CC;0.656143725;0.152259752
1709;570;MI_T;0.636105776;0.14695172
1710;570;MI_LOGT;0.64532727;0.136850223
1711;571;CC;0.477031857;0.142708629
1712;571;MI_T;0.378473908;0.138069138
1713;571;MI_LOGT;0.40433374;0.120770134
1714;572;CC;0.565471888;0.177697152
1715;572;MI_T;0.490184754;0.162263766
1716;572;MI_LOGT;0.474500448;0.152312234
1717;573;CC;0.364111245;0.133755416
1718;573;MI_T;0.435881287;0.134201825
1719;573;MI_LOGT;0.365106642;0.128579795
1720;574;CC;0.274956435;0.147667319
1721;574;MI_T;0.257603735;0.1417128
1722;574;MI_LOGT;0.29288578;0.12646921
1723;575;CC;0.647290289;0.187676325
1724;575;MI_T;0.534812868;0.13251397
1725;575;MI_LOGT;0.535062492;0.137004182
1726;576;CC;0.672456086;0.151177168
1727;576;MI_T;0.692816615;0.130032733
1728;576;MI_LOGT;0.695321441;0.129719824
1729;577;CC;0.61799401;0.133078203
1730;577;MI_T;0.638607919;0.108892523
1731;577;MI_LOGT;0.630576372;0.126925379
1732;578;CC;0.343197763;0.133241326
1733;578;MI_T;0.32027325;0.138504058
1734;578;MI_LOGT;0.365450978;0.134898961
1735;579;CC;0.405495465;0.11423596
1736;579;MI_T;0.332043976;0.10065975
1737;579;MI_LOGT;0.37266314;0.098112218
1738;580;CC;0.620521903;0.149653539
1739;580;MI_T;0.724479914;0.138131604
1740;580;MI_LOGT;0.66376406;0.144480124
1741;581;CC;0.503222525;0.137970895
1742;581;MI_T;0.410574168;0.117572755
1743;581;MI_LOGT;0.418617517;0.138207838
1744;582;CC;0.582212448;0.151638955
1745;582;MI_T;0.506426036;0.134185299
1746;582;MI_LOGT;0.53061986;0.149489626
1747;583;CC;0.508315563;0.146541178
1748;583;MI_T;0.600804925;0.113061771
1749;583;MI_LOGT;0.537322283;0.161802366
1750;584;CC;0.495789737;0.172784001
1751;584;MI_T;0.546311617;0.169523463
1752;584;MI_LOGT;0.454990417;0.144728571
1753;585;CC;0.818889737;0.176429182
1754;585;MI_T;0.791835248;0.160755768
1755;585;MI_LOGT;0.736891866;0.206848949
1756;586;CC;0.782210886;0.158973873
1757;586;MI_T;0.724793851;0.131957546
1758;586;MI_LOGT;0.725785911;0.139452606
1759;587;CC;0.178058937;0.170333251
1760;587;MI_T;0.250939548;0.141845658
1761;587;MI_LOGT;0.215786085;0.127483547
1762;588;CC;0.607760489;0.161807805
1763;588;MI_T;0.482525408;0.110073425
1764;588;MI_LOGT;0.454115212;0.120980598
1765;589;CC;0.400929213;0.144148096
1766;589;MI_T;0.290495068;0.153741509
1767;589;MI_LOGT;0.34539035;0.127655938
1768;590;CC;0.504499733;0.125535473
1769;590;MI_T;0.469300032;0.111068584
1770;590;MI_LOGT;0.46693182;0.117174283
1771;591;CC;0.423014492;0.130489424
1772;591;MI_T;0.317720056;0.123782299
1773;591;MI_LOGT;0.364529848;0.114477411
1774;592;CC;0.575380802;0.167473525
1775;592;MI_T;0.5188694;0.1342673
1776;592;MI_LOGT;0.574424863;0.180474743
1777;593;CC;0.616257846;0.138793275
1778;593;MI_T;0.599745393;0.120536372
1779;593;MI_LOGT;0.60876143;0.133490458
1780;594;CC;0.523499489;0.135741085
1781;594;MI_T;0.610091925;0.135635361
1782;594;MI_LOGT;0.548154771;0.129910395
1783;595;CC;0.469262779;0.11726211
1784;595;MI_T;0.452763259;0.154400513
1785;595;MI_LOGT;0.471898407;0.099733904
1786;596;CC;0.431858569;0.155889317
1787;596;MI_T;0.492582411;0.130474105
1788;596;MI_LOGT;0.455807149;0.148810387
1789;597;CC;0.287739038;0.164812788
1790;597;MI_T;0.355949581;0.155174926
1791;597;MI_LOGT;0.338682532;0.17497094
1792;598;CC;0.81898731;0.154002115
1793;598;MI_T;0.787611365;0.125774488
1794;598;MI_LOGT;0.802888811;0.130930588
1795;599;CC;0.659543276;0.135471493
1796;599;MI_T;0.716619968;0.135627463
1797;599;MI_LOGT;0.719923556;0.119823813
1798;600;CC;0.723539174;0.156304643
1799;600;MI_T;0.769850552;0.120679572
1800;600;MI_LOGT;0.763078392;0.117931269
1801;601;CC;0.38398844;0.145158365
1802;601;MI_T;0.430081606;0.115604803
1803;601;MI_LOGT;0.424368262;0.125151649
1804;602;CC;0.485558778;0.156058818
1805;602;MI_T;0.452066302;0.163065776
1806;602;MI_LOGT;0.517525196;0.148456588
1807;603;CC;0.55056715;0.153646633
1808;603;MI_T;0.492606252;0.113703951
1809;603;MI_LOGT;0.491352409;0.114609554
1810;604;CC;0.500242472;0.109336548
1811;604;MI_T;0.486733794;0.120256901
1812;604;MI_LOGT;0.523902655;0.100475542
1813;605;CC;0.375147611;0.134556606
1814;605;MI_T;0.473684758;0.114261739
1815;605;MI_LOGT;0.40097627;0.113652952
1816;606;CC;0.987608075;0.158518299
1817;606;MI_T;0.850206375;0.16590175
1818;606;MI_LOGT;0.912040591;0.138600588
1819;607;CC;0.762925744;0.147813275
1820;607;MI_T;0.807965517;0.11828658
1821;607;MI_LOGT;0.805048823;0.149708822
1822;608;CC;0.424750537;0.162478924
1823;608;MI_T;0.220274478;0.135379583
1824;608;MI_LOGT;0.215465367;0.148470491
1825;609;CC;0.442178428;0.156053543
1826;609;MI_T;0.472337931;0.124945074
1827;609;MI_LOGT;0.479584366;0.128652632
1828;610;CC;0.530041933;0.124550797
1829;610;MI_T;0.508986712;0.112711668
1830;610;MI_LOGT;0.527371526;0.103160344
1831;611;CC;0.549264252;0.145753875
1832;611;MI_T;0.530948043;0.120608263
1833;611;MI_LOGT;0.510481417;0.119341627
1834;612;CC;0.481601715;0.157354757
1835;612;MI_T;0.368882358;0.129402667
1836;612;MI_LOGT;0.474175215;0.156705782
1837;613;CC;0.524594426;0.146751046
1838;613;MI_T;0.542216361;0.132265434
1839;613;MI_LOGT;0.534644425;0.146784157
1840;614;CC;0.695412993;0.130932152
1841;614;MI_T;0.72282356;0.127624363
1842;614;MI_LOGT;0.655524731;0.127124727
1843;615;CC;0.469247848;0.135273755
1844;615;MI_T;0.445656866;0.13209492
1845;615;MI_LOGT;0.451057196;0.128016904
1846;616;CC;0.455502599;0.151734218
1847;616;MI_T;0.468009472;0.134676933
1848;616;MI_LOGT;0.424488753;0.135763437
1849;617;CC;0.759076416;0.165551186
1850;617;MI_T;0.714268863;0.164965138
1851;617;MI_LOGT;0.717260838;0.133790523
1852;618;CC;0.781433523;0.178933099
1853;618;MI_T;0.619911671;0.162610918
1854;618;MI_LOGT;0.59011215;0.148231849
1855;619;CC;0.530848503;0.127898678
1856;619;MI_T;0.551805079;0.113837354
1857;619;MI_LOGT;0.541080296;0.12041983
1858;620;CC;0.376063794;0.147547737
1859;620;MI_T;0.337261707;0.126625657
1860;620;MI_LOGT;0.344516546;0.120975919
1861;621;CC;0.540865183;0.130838737
1862;621;MI_T;0.594859719;0.13195394
1863;621;MI_LOGT;0.556332707;0.130512923
1864;622;CC;0.44618541;0.139518842
1865;622;MI_T;0.48858887;0.143602192
1866;622;MI_LOGT;0.524504602;0.143450916
1867;623;CC;0.649076045;0.158153579
1868;623;MI_T;0.556204975;0.134581521
1869;623;MI_LOGT;0.412657976;0.140461251
1870;624;CC;0.192070156;0.139657661
1871;624;MI_T;0.177598193;0.131426036
1872;624;MI_LOGT;0.168067276;0.123981602
1873;625;CC;0.373557627;0.157824948
1874;625;MI_T;0.35460946;0.130032629
1875;625;MI_LOGT;0.350684226;0.139749065
1876;626;CC;0.59926182;0.121355109
1877;626;MI_T;0.539173007;0.113164827
1878;626;MI_LOGT;0.562761724;0.117564633
1879;627;CC;0.581595778;0.138955534
1880;627;MI_T;0.547483861;0.148610741
1881;627;MI_LOGT;0.53198415;0.137696356
1882;628;CC;0.696682572;0.144557923
1883;628;MI_T;0.750429571;0.146491379
1884;628;MI_LOGT;0.697763205;0.132507205
1885;629;CC;0.40279004;0.138379902
1886;629;MI_T;0.370534986;0.123761997
1887;629;MI_LOGT;0.40939644;0.17693311
1888;630;CC;0.311646104;0.147695661
1889;630;MI_T;0.376079202;0.125330254
1890;630;MI_LOGT;0.337770045;0.1416547
1891;631;CC;0.553409636;0.148102269
1892;631;MI_T;0.429725826;0.152455345
1893;631;MI_LOGT;0.486364812;0.140340284
1894;632;CC;0.343670964;0.123390198
1895;632;MI_T;0.330515891;0.132079005
1896;632;MI_LOGT;0.390273064;0.116727456
1897;633;CC;0.485048264;0.118287481
1898;633;MI_T;0.420621604;0.115916014
1899;633;MI_LOGT;0.428198099;0.10151466
1900;634;CC;0.502502978;0.147489488
1901;634;MI_T;0.38241744;0.120292529
1902;634;MI_LOGT;0.348344147;0.11518833
1903;635;CC;0.448496461;0.14275755
1904;635;MI_T;0.418347448;0.118407004
1905;635;MI_LOGT;0.446415037;0.142312616
1906;636;CC;0.885460496;0.162566349
1907;636;MI_T;0.840004444;0.156326711
1908;636;MI_LOGT;0.866507173;0.151711643
1909;637;CC;0.708855569;0.133256301
1910;637;MI_T;0.714960039;0.129095584
1911;637;MI_LOGT;0.735829353;0.143773302
1912;638;CC;0.571325302;0.123763889
1913;638;MI_T;0.598272026;0.112461418
1914;638;MI_LOGT;0.599422932;0.110594019
1915;639;CC;0.457446098;0.14724648
1916;639;MI_T;0.467749178;0.114324026
1917;639;MI_LOGT;0.513998449;0.119071752
1918;640;CC;0.252568424;0.129569501
1919;640;MI_T;0.274131328;0.126794815
1920;640;MI_LOGT;0.303086281;0.120296381
1921;641;CC;0.28053233;0.142165571
1922;641;MI_T;0.200021014;0.120332584
